YEAR,ETHNIC_BEL,ETHNIC_UKR,ETHNIC_GER,ETHNIC_POL,ETHNIC_ARMENIAN,ETHNIC_GREEK,ETHNIC_JEWISH,ETHNIC_KABARDIN,ETHNIC_KALMYK,ETHNIC_CHINESE,ETHNIC_KOREAN,ETHNIC_LATVIAN,ETHNIC_LITHUANIAN,ETHNIC_OSSETIAN,ETHNIC_ESTONIAN,ETHNIC_TATAR,ETHNIC_CHECHEN,n
1936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,572
1936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1936,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329
1936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
1936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168
1936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293632
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5764
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2361
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006
1937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,680
1937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5939
1937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
1937,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,679
1937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,342
1937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1242
1937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,894
1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7286
1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1937,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
1937,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1937,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
1937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,558
1937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,508
1937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13649
1937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1937,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
1937,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1937,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30
1937,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
1937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5268
1937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1937,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1937,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1937,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1937,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
1937,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1937,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14493
1937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1937,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1937,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1937,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1937,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1937,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1937,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1937,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1937,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19252
1937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
1937,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1937,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1937,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
1937,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1937,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145585
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2458
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3296
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147
1938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,668
1938,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4636
1938,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1244
1938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4532
1938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,68
1938,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,494
1938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,192
1938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4215
1938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
1938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,638
1938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,453
1938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10338
1938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
1938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1938,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1938,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1938,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1938,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1938,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7509
1938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1938,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
1938,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1938,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9913
1938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1938,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1938,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1938,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1938,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
1938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1938,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1938,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1938,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10836
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,208
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44
1939,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
1939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
1939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
1939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,236
1939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52
1939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
1939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,490
1939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31
1939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64
1939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1622
1939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
1939,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671
1939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514
1939,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30822
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,348
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58
1940,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79
1940,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146
1940,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
1940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107
1940,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91
1940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8798
1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
1940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
1940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12047
1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1940,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1940,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
1940,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1940,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435
1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355
1940,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1940,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1940,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99255
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,861
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52
1941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,185
1941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,335
1941,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38
1941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112
1941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
1941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
1941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1104
1941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28
1941,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85
1941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2284
1941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1941,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14479
1941,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1941,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1941,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691
1941,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1941,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1941,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217
1941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67859
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1020
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,208
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172
1942,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56
1942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,138
1942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
1942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81
1942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,271
1942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,601
1942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68
1942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101
1942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450
1942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1942,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961
1942,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1942,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1942,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352
1942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1942,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
1942,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1942,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1942,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26986
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,486
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
1943,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
1943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94
1943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
1943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90
1943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,309
1943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,379
1943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
1943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139
1943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,530
1943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1943,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992
1943,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1943,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1943,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550
1943,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
1943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31985
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,282
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55
1944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45
1944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56
1944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35
1944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163
1944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245
1944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
1944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28
1944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1674
1944,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566
1944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902
1944,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1944,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685
1944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1944,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14297
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,224
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
1945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51
1945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
1945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1945,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127
1945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118
1945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157
1945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
1945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40
1945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
1945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592
1945,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945
1945,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
1945,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673
1945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1945,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9541
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
1946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45
1946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23
1946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
1946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70
1946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84
1946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63
1946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
1946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
1946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,969
1946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547
1946,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643
1946,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
1946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5782
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27
1947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
1947,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49
1947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
1947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
1947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413
1947,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
1947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418
1947,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
1947,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1947,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1947,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6269
1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108
